Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,BBL Esports,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,BBL Esports,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,BBL Esports,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,BBL Esports,jett,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,BBL Esports,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,Team Liquid,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,Team Liquid,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,Team Liquid,jett,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,Team Liquid,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,Team Liquid,sage,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,KOI,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,KOI,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,KOI,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,KOI,yoru,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Icebox,KOI,harbor,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Natus Vincere,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Natus Vincere,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Natus Vincere,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Natus Vincere,breach,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Natus Vincere,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Team Liquid,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Team Liquid,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Team Liquid,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Team Liquid,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Split,Team Liquid,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Natus Vincere,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Natus Vincere,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Natus Vincere,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Natus Vincere,yoru,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Natus Vincere,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Team Liquid,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Team Liquid,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Team Liquid,yoru,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Team Liquid,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Breeze,Team Liquid,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,BBL Esports,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,BBL Esports,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,BBL Esports,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,BBL Esports,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,BBL Esports,brimstone,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,KOI,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,KOI,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,KOI,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,KOI,brimstone,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Bind,KOI,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,BBL Esports,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,BBL Esports,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,BBL Esports,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,BBL Esports,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,BBL Esports,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,KOI,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,KOI,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,KOI,breach,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,KOI,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),Split,KOI,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,Team Liquid,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,Team Liquid,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,Team Liquid,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,Team Liquid,fade,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,Team Liquid,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,KOI,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,KOI,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,KOI,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,KOI,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Sunset,KOI,breach,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,Team Liquid,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,Team Liquid,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,Team Liquid,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,Team Liquid,sage,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,Team Liquid,jett,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,KOI,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,KOI,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,KOI,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,KOI,yoru,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Icebox,KOI,harbor,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,Team Liquid,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,Team Liquid,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,Team Liquid,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,Team Liquid,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,Team Liquid,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,KOI,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,KOI,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,KOI,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,KOI,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Split,KOI,breach,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Team Vitality,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Team Vitality,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Team Vitality,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Team Vitality,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Team Vitality,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Gentle Mates,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Gentle Mates,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Gentle Mates,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Gentle Mates,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Sunset,Gentle Mates,yoru,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Team Vitality,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Team Vitality,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Team Vitality,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Team Vitality,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Team Vitality,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Gentle Mates,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Gentle Mates,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Gentle Mates,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Gentle Mates,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Lotus,Gentle Mates,phoenix,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,Team Vitality,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,Team Vitality,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,Team Vitality,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,Team Vitality,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,Team Vitality,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,FNATIC,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,FNATIC,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,FNATIC,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,FNATIC,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,FNATIC,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,Team Vitality,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,Team Vitality,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,Team Vitality,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,Team Vitality,jett,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,Team Vitality,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,FNATIC,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,FNATIC,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,FNATIC,kayo,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,FNATIC,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Ascent,FNATIC,jett,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Team Vitality,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Team Vitality,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Team Vitality,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Team Vitality,astra,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Team Vitality,jett,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Gentle Mates,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Gentle Mates,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Gentle Mates,yoru,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Gentle Mates,phoenix,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Breeze,Gentle Mates,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Team Vitality,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Team Vitality,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Team Vitality,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Team Vitality,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Team Vitality,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Gentle Mates,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Gentle Mates,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Gentle Mates,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Gentle Mates,phoenix,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Lotus,Gentle Mates,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Team Vitality,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Team Vitality,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Team Vitality,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Team Vitality,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Team Vitality,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Gentle Mates,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Gentle Mates,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Gentle Mates,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Gentle Mates,yoru,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Sunset,Gentle Mates,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Karmine Corp,omen,4,1,5
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Karmine Corp,viper,4,1,5
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Karmine Corp,raze,4,1,5
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Karmine Corp,fade,4,1,5
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Karmine Corp,killjoy,4,1,5
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Vitality,omen,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Vitality,viper,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Vitality,raze,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Vitality,killjoy,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Vitality,skye,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Heretics,omen,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Heretics,viper,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Heretics,killjoy,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Heretics,gekko,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Heretics,neon,2,1,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FUT Esports,killjoy,0,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FUT Esports,breach,0,2,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FUT Esports,yoru,0,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FUT Esports,gekko,0,2,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FUT Esports,astra,0,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FUT Esports,omen,0,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FUT Esports,raze,0,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FUT Esports,cypher,0,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,GIANTX,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,GIANTX,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,GIANTX,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,GIANTX,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,GIANTX,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Gentle Mates,omen,0,2,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Gentle Mates,raze,0,2,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Gentle Mates,killjoy,0,2,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Gentle Mates,breach,0,2,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,Gentle Mates,phoenix,0,2,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FNATIC,omen,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FNATIC,viper,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FNATIC,raze,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FNATIC,fade,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Lotus,FNATIC,killjoy,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Karmine Corp,omen,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Karmine Corp,viper,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Karmine Corp,raze,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Karmine Corp,skye,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Karmine Corp,yoru,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,KOI,viper,1,2,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,KOI,raze,1,2,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,KOI,fade,1,2,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,KOI,skye,1,2,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,KOI,brimstone,1,2,3
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Heretics,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Heretics,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Heretics,yoru,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Heretics,kayo,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Heretics,astra,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,FUT Esports,omen,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,FUT Esports,viper,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,FUT Esports,kayo,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,FUT Esports,gekko,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,FUT Esports,neon,0,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,FUT Esports,raze,1,0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Natus Vincere,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Natus Vincere,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Natus Vincere,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Natus Vincere,gekko,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Natus Vincere,brimstone,0,1,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Liquid,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Liquid,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Liquid,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Liquid,gekko,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,Team Liquid,brimstone,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,BBL Esports,viper,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,BBL Esports,raze,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,BBL Esports,skye,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,BBL Esports,breach,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Bind,BBL Esports,brimstone,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Karmine Corp,omen,3,1,4
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Karmine Corp,raze,3,1,4
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Karmine Corp,fade,3,1,4
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Karmine Corp,yoru,3,1,4
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Karmine Corp,astra,3,1,4
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,KOI,omen,2,0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,KOI,viper,2,0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,KOI,raze,2,0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,KOI,fade,2,0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,KOI,breach,2,0,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Team Heretics,omen,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Team Heretics,viper,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Team Heretics,raze,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Team Heretics,cypher,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Team Heretics,breach,1,1,2
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,FUT Esports,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,FUT Esports,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,FUT Esports,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,FUT Esports,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,FUT Esports,chamber,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Natus Vincere,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,All Stages,All Match Types,Split,Natus Vincere,viper,1,0,1
